Country Name;Country Code;Population;Average;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011
Bhutan;BTN;738267;1031.81757392728;536.77220192375;449.927468862304;459.031032019585;440.61017491733;517.372506413952;584.386448253271;607.883249822331;692.823282999921;697.41018360994;754.506957932471;768.750999483328;810.068356524888;886.186245536085;996.148664701837;1093.83875820374;1242.04131669074;1330.51336226266;1736.97563037859;1792.90974984788;1772.10085496955;2183.44233276158;2346.28684828435
Mauritania;MRT;3541540;704.334684947175;510.937732570546;704.081851134637;694.818446346021;576.822794990197;590.513992262759;617.479894744818;611.872541358877;578.03327743333;551.078135202057;547.431605435683;489.51164499164;476.23604795439;472.952489368254;542.356358862051;618.461529100729;716.858008304852;971.4882976361;1044.84943796537;1088.0145475102;896.196478452731;1044.54796004431;1150.81999716829
Central African Republic;CAF;4486837;362.405492449825;506.855108164758;466.96263305272;464.883859506523;410.263471730043;262.664591928259;337.141992639405;314.132228021486;287.334298373093;294.191219154084;289.438906890146;247.028184404372;247.362403085857;258.909015298591;292.886570767405;321.237778746888;336.009955543722;360.39572882902;407.917042832343;467.966752557248;458.933286077144;451.259442291557;489.146364001488
Tajikistan;TJK;6976958;385.26899626104;495.817405624084;467.917695453216;345.93936874101;293.63708607287;236.491763353188;213.235836897451;178.128595162964;155.05719939805;219.010886608667;178.001255500383;139.409881804739;173.406966571739;194.265176483286;245.25694074134;324.848963924653;358.319166655576;433.776983328764;563.182534121298;771.336914408077;733.874116597373;820.183121085895;934.820059208259
Haiti;HTI;10123787;453.157071226431;477.944860522714;477.944860522714;284.445598101772;238.511478305696;275.083338752483;342.174055262389;369.883102754493;396.065290569811;450.419016254644;481.286735609981;423.86889418267;399.000167942194;359.769649320744;311.444276109675;397.333041309041;444.439219997472;514.787279764302;621.461575292856;658.123334789242;655.930267729905;663.906250226891;725.633273659786
"Yemen; Rep.";YEM;24799880;662.102064002257;472.644218760899;472.907472888494;490.03456394088;387.107281493484;286.805035496692;281.142089319418;368.275468156773;421.462079275092;378.373902555691;444.030792086673;543.713882753591;539.474315607145;567.830345640798;606.485271246033;692.770390164062;811.374724638606;896.353939353571;986.76630098978;1189.6338780121;1077.24014238306;1290.62307677192;1361.1962365149
Sri Lanka;LKA;20869000;1135.17598828958;472.086463311204;521.246457495851;556.812328466994;585.893666313136;654.944061752967;718.443844341399;757.948209819414;812.792483613468;840.873767417395;821.596453392897;854.926725155264;837.698803521836;903.896404853248;984.810172493354;1063.16058355022;1242.4043496628;1423.47721535484;1614.41111005118;2013.91154473912;2057.11324671148;2400.01557497263;2835.40827538002
Sudan;SDN;34318385;638.123157649546;468.35392753;418.971541;252.34833521;310.46333885;435.65107909;458.85346964;291.57981035;368.09956444;345.6360535;320.1213625;358.52920101;376.62946184;413.31745225;481.56708999;572.1546547;690.56941535;893.07566074;1125.894667;1294.7213799;1239.3524084;1487.6881587;1435.1314363
Guinea;GIN;10221808;429.499652519043;463.004516969394;495.56084138946;507.949941066733;477.195865202374;466.679337249714;488.25362054978;495.665337206084;474.03095418241;442.318599284296;420.766365662287;358.962909060459;334.434534597696;342.784308804104;394.151458127329;412.444218113437;324.84531338758;306.603431115265;449.061567349847;395.252270779309;426.65296461408;474.469145280265;497.90485542705
Iraq;IRQ;32961959;1125.30776420145;455.444089801769;455.444089801769;455.444089801769;455.444089801769;455.444089801769;455.444089801769;455.444089801769;455.444089801769;457.392809835408;760.592949369743;1063.48147263305;759.335207594178;741.641756207886;741.641756207886;957.161918616107;1134.736869141;1585.48955240763;1945.53963671531;2867.29509836151;2065.92971670014;2532.3236709232;3500.65567930471
Togo;TGO;6154813;388.294699151777;444.256878815746;427.536471957542;442.882616929371;316.483327961998;246.716718204005;320.495748720886;348.191834143794;344.638006767274;352.729999367814;338.890099263247;270.000876119283;270.46093804904;291.952850445382;323.715437797095;366.296244148305;391.112589008283;398.344639863982;446.408459257504;547.603568536515;535.932930736398;529.647995344866;588.185149900755
Zambia;ZMB;13474959;593.811242096033;418.366357753724;418.542801600287;384.746048844365;386.096465173627;384.991459573151;389.894341413683;356.944819052209;415.198727252158;334.350946402276;314.86212621712;318.926822169497;349.653961845878;347.060752009377;396.940739841511;485.969558302453;626.271832804004;910.817462627921;957.366516202212;1182.65355170756;1006.38833261832;1252.4899090031;1425.31379369828
Ghana;GHA;24965816;603.082115990388;398.094415555436;433.955939793039;409.820023339817;370.612830252339;328.989297372251;380.327546546327;397.77964883137;385.96120697549;409.27882127931;412.387497030128;259.990694420952;270.721268458573;306.556951612412;370.324526886928;420.523521533213;495.932502418214;920.601975243304;1090.04944381269;1226.26505282072;1090.41718144845;1319.08302683212;1570.13317932545
Kiribati;KIR;101093;958.317601832677;395.488385919829;653.298668393927;669.570272136997;646.221255047182;737.65255461379;745.787951877812;865.301034782993;867.517923549691;827.494587326762;855.461789358846;812.282076753503;745.887686546941;851.13860571052;1053.40713121532;1132.83189157714;1145.79083418139;1114.42305239948;1304.27652481943;1360.51816294598;1227.13880842783;1422.61845088287;1648.87959185067
Benin;BEN;9099922;486.824155012716;386.546938413125;380.579868359606;317.969801609907;398.118775980367;273.485526018664;355.543465257396;379.263617182265;360.173602536453;379.313573798305;377.181922177468;345.9503551827;352.874136071755;404.635834596725;496.579958181312;547.10006151239;561.645318820733;601.500928259943;683.652129728658;799.755972864666;765.553614704077;741.065528268963;801.640480754279
India;IND;1241491960;634.469188097558;373.785137598252;308.150253587637;322.243454029889;306.168649812351;351.884882806132;380.098401318261;406.885720742741;422.924366742226;420.965320358823;448.09698894115;450.415106123853;459.5766355049;480.206944572547;558.441604359032;642.556503016916;731.740042955462;820.29831997503;1055.13639778473;1027.90547454161;1126.94472336676;1375.38434949664;1488.51286051135
Kenya;KEN;41609728;490.119030329131;365.603038816518;336.281046353766;327.809779621002;222.53693350616;268.294819703375;329.848047627299;427.285671912602;453.130562150524;474.602783425114;423.345326154407;406.523059569846;404.848373275083;399.289093096654;440.892510301802;463.813036700232;526.129958721957;615.860760980398;726.598936977425;792.228803651385;774.928343540125;794.767209369683;808.000571785527
Bosnia and Herzegovina;BIH;3752228;2061.5534793239;362.735660860277;362.735660860277;362.735660860277;362.735660860277;362.735660860277;560.179500318423;842.807571928216;1090.97904744907;1182.86277594388;1301.07188931738;1490.64283435152;1533.7308096051;1761.50219141279;2212.70060546205;2650.59289147461;2895.54303801395;3279.07287184863;4043.52430151605;4913.21770724516;4534.05698137535;4427.3471943508;4820.66602921154
Rwanda;RWA;10942950;310.800400748346;358.699214004793;278.205038142484;314.44677886265;329.441477044179;133.42697272743;232.223941457244;238.176321402803;294.003921601399;286.479020264979;239.705724771055;214.233698923836;198.024294951648;192.890304799938;208.400173377342;231.883343008534;280.521950578653;329.526280890299;384.958007851312;470.980812395142;509.41101507937;529.414863548226;582.555660780284
Pakistan;PAK;176745364;612.305326677613;357.732043624023;395.337226316373;412.127085837215;425.335790398018;418.095681420543;476.149484001144;484.331305437849;465.032198110835;451.29350710546;445.797672102335;511.702555478812;490.043132160535;480.740285073724;543.586640781682;628.626489851944;690.848625151039;789.408556782597;870.629473367573;978.795281309875;949.116584867869;1016.61437464972;1189.37319307832
Equatorial Guinea;GNQ;720213;7830.53862808174;353.40675551784;337.864634361998;385.60909140356;367.701119051868;293.79120325445;370.554958182005;566.503234078429;1053.45453045239;933.941689188611;1730.18867304087;2388.34862476677;3231.81740134206;3872.02024776519;5161.47645341505;8885.88602316115;13521.2129306372;15345.6591288176;19528.5685157498;27818.6444005192;17944.3934286342;20703.1003123794;27477.7064620788
Burkina Faso;BFA;16967845;330.668382989124;332.615937248375;327.248890455588;227.555142540955;230.46767089361;182.223062267869;222.547679515771;235.309625572242;216.576839337919;241.36239323196;252.237004783082;212.375386383179;222.385706067687;252.74957483124;318.790198073705;370.491779288703;384.739556109087;399.712081638956;448.559179667893;538.219984195206;522.266726964747;535.886651966131;600.38335472682
Lesotho;LSO;2193843;544.776700292474;329.910161127172;358.866117724052;416.756259510737;408.044680378914;419.067186372798;453.756687694511;435.202109169128;449.091795266843;420.901515243585;404.876380729186;379.775622565256;345.143321730714;317.670791648906;466.818336319204;602.928230028738;662.424773760082;685.154366306234;758.483683816691;764.329852576945;796.272715059363;1003.69958086938;1105.91323853599
"Gambia; The";GMB;1776103;560.814371794784;328.192682830454;689.447908167804;690.936536310098;709.276969880163;681.74583066271;697.93264694222;732.309023913511;674.667332426628;685.922521035683;646.461199378088;603.595346231661;514.654495548313;420.218460852416;343.512833268665;396.29467629628;415.098176816312;423.373276417922;502.00539860255;590.286150624079;535.536162671739;550.6879804772;505.760570130748
Niger;NER;16068994;251.289118320512;318.517901573743;289.683282825698;282.533975467765;187.27911383;176.204404564103;204.911691949785;209.242402383407;187.638067440866;203.885924167661;191.330001107401;164.648947574517;172.028699339701;185.41327213853;225.395707125777;243.318093724632;262.056785901186;270.808971345898;307.659134439377;371.619982352252;350.942820623496;348.796016829783;374.445406345683
China;CHN;1344130000;1590.89528407264;314.430600460659;329.749088658346;362.80841404621;373.800022881605;469.213194175981;604.228060585225;703.120799402286;774.467161009806;820.863076832644;864.730314360081;949.178062082992;1041.63770441353;1135.44794963606;1273.64074260717;1490.38005604805;1731.125234579;2069.34363068319;2651.26012117243;3413.58866142806;3748.93449408508;4432.96355711635;5444.78530333332
Nigeria;NGA;162470737;612.153154858175;291.869509741929;273.171394499947;319.297589211132;203.492253287674;220.221599993726;255.500665852193;313.440605295555;314.303573106249;272.443639529075;287.918289918135;371.768080388183;378.8309275456;455.332003799057;508.434027657689;644.030541850355;802.786746706687;1014.57547102746;1129.08510268171;1374.67223458705;1091.26397638186;1443.20959130173;1501.72158251684
Chad;TCD;11525496;388.088816608759;289.22738359999;302.874298617267;294.598589002187;222.284461296648;173.869055979644;206.615178715052;222.653408524751;207.380048004437;226.877649463786;193.396431692989;168.449997663033;200.675690697071;225.096709234869;298.962193290215;465.970053426382;541.793512859415;604.815192787552;676.475746921597;784.431157476848;647.772525460099;760.712266674914;823.022414003946
Bangladesh;BGD;150493658;406.524643504583;286.24276907031;287.258087847175;287.672525032633;294.432905330061;293.489922774039;322.927374606386;339.084987534979;345.82544063138;353.289825913266;359.188220652398;363.639927319238;356.118011229267;354.303981866496;380.278721825316;407.987855770994;428.753481224438;434.840845510027;475.249651259761;546.846853982647;607.764941276909;674.931630671381;743.414195771735
Mali;MLI;15839538;356.776188270503;279.167103241348;273.417131688566;313.617169867886;287.552795942689;184.303152938945;251.020403898874;259.502925798902;238.656089523512;243.548136612353;234.320006295261;214.4665917926;225.926060887524;278.52417242316;352.375250043036;381.622700892517;402.630578520817;431.559163801948;509.692179530181;604.293701622002;601.260904095563;613.044528977901;668.575393555492
Madagascar;MDG;21315135;304.75587076151;273.165697847207;228.311362387416;252.570271669167;273.086507328573;233.894839614342;240.676858473419;294.895439007168;253.601882148569;259.079218467145;249.628817242964;252.382516697735;285.84232399013;269.126833156376;325.013274622233;251.408934734714;281.70562539328;299.303046782462;386.868933296169;480.648800117899;421.78112621054;426.625422742847;465.011424822866
"Congo; Dem. Rep.";COD;67757577;156.991749969053;256.817737178851;240.065363154667;208.04849383716;260.645811940651;136.467751414997;128.063902843634;127.419139297581;131.35492512174;131.20372073415;97.2800184873854;86.754506732915;92.0154867147875;105.626351194978;104.811683675478;116.779594185057;125.236441166486;149.331889051554;164.776936954686;186.880333109941;174.505563504512;198.708737249657;231.024111768296
Ethiopia;ETH;84734262;192.390744193754;249.984724499949;267.235107914414;201.297190018728;139.938122258824;131.611910601386;135.387951441707;143.570852222826;142.378132723703;125.521640824831;115.892767772899;123.680916753589;119.508996657129;112.517312794929;120.633803941312;138.367576721171;165.432238844214;199.143269842658;246.819604239741;325.572014830918;350.75627754597;320.378672571607;356.967287240092
Nicaragua;NIC;5869859;985.120675691933;244.966083481854;352.866086579783;414.686777094061;396.474519830297;851.709381499164;892.912288725864;910.24775502897;909.875331713159;943.683795995817;972.16823975946;1006.62731008084;1033.89472505664;1000.86001077691;1006.46083522923;1082.06781510292;1165.59565951596;1235.32561385151;1338.44352195876;1458.88855284416;1411.84533986168;1455.83557254141;1587.21964869407
Uganda;UGA;34509205;299.39684900339;243.190301634587;181.36955704919;150.902996046125;164.627574422931;197.6103188988;276.309253992615;281.489250933798;283.382944778118;288.949107531591;255.447879406646;255.780611186303;233.768067199801;239.531223276422;237.849448496496;288.513510506983;324.901354090754;339.704594248886;392.750847110946;460.788462879234;488.245924593451;514.511951740714;487.105498050193
Cambodia;KHM;14305183;418.389355973438;240.408969948278;240.408969948278;240.408969948278;240.408969948278;256.989273287414;308.096860755216;306.024886834592;293.526420782493;260.336407434467;287.722787958072;293.568465354561;314.518158335515;333.511412908902;357.661682010928;404.566396394941;471.1219389175;538.213003201836;631.986488010619;748.903687717147;744.169961103927;795.166470962972;896.845649651424
Guinea-Bissau;GNB;1547061;321.203225589941;239.955564754192;247.872232674635;213.73747512725;219.178502296346;213.61751178797;225.664016776216;235.57559748164;229.409160584821;172.972695274365;184.440764919605;173.662694562761;157.35728663909;157.89809763153;361.441863238556;389.803561414915;418.844505960963;414.561652960834;484.992150554197;582.528221306605;562.415014668108;551.331613667893;629.210778696214
Lao PDR;LAO;6288037;491.541673455296;206.458583574478;238.405608096243;254.321595495883;291.350827927167;329.972777116686;367.777916182962;381.761772829034;348.247865558484;249.993477091149;278.577461829893;325.593095141323;326.982405767828;319.86039861689;362.471203530646;417.571052316513;475.471587204123;591.090178512395;711.966181531263;904.006844992348;954.310611107421;1158.12996511437;1319.59540647942
Burundi;BDI;8575172;167.387175712952;202.098864726936;203.946953168642;185.608310614223;158.19758303851;153.732934385519;164.361642845147;141.530511636008;157.388557734422;143.611898754585;128.599727892071;131.04633409466;126.511928739529;117.190987871548;111.001738067277;127.685773085088;154.07379117541;165.54359123525;171.170911562551;204.030680277395;222.153333123387;241.786856529567;271.244955127223
Malawi;MWI;15380888;224.736101953129;200.490976047975;229.925494404549;185.868614440906;212.994041117939;120.935538442641;141.394782444078;226.504673623109;258.08767517577;164.957310093862;162.596314875016;155.271544474367;148.881246969498;225.229102470063;199.64328089303;210.468247749446;214.854917857254;236.204012639057;268.430993631093;305.372024652126;348.327026694362;362.302838114405;365.453586158304
Nepal;NPL;30485798;282.121947608353;190.113048842862;200.544236083184;169.697375771225;178.135068096059;193.066205387071;203.803218545157;204.247199334468;216.76087915748;208.825862756437;211.2723521843;225.168678511715;240.473057543923;236.708402032301;242.143139604689;272.249720187159;298.008773789034;326.023367289956;362.221682588793;434.957641862857;438.288716732201;534.521988677465;619.45223240542
Mozambique;MOZ;23929708;265.674886449146;181.828078830454;194.374688037423;137.510719760711;136.499931524349;140.354206466032;141.010961654861;193.667798692302;222.49715755193;245.169646092074;250.790778524201;233.43926556618;218.017075754672;218.818781312001;236.61013822962;281.433895463605;316.731403864284;333.293151985934;368.158052835778;442.901052488636;423.216539946677;393.718059711192;534.806117588307
Liberia;LBR;4128572;172.208488572489;180.715698101357;166.399296150104;108.802592179163;78.9917812104949;64.8063994603715;64.356239475869;72.3293171050667;125.354213557997;141.52827674222;162.967926666029;185.81340385982;175.212023562919;178.900310469376;134.654106850398;150.999718373855;170.304275928434;182.272601349217;212.527504193479;232.529534284918;301.138584622081;323.649722259078;374.333222192516
Tanzania;TZA;46218486;315.299760955909;171.9141207;193.61897632;173.82223528;155.58219499;159.67133242;180.56835179;217.1359061;250.27100717;296.91923051;300.63939388;307.98615463;306.08402196;310.40845211;326.26671073;349.47293013;375.02063043;369.68736446;421.98789073;504.85936682;505.800108;526.55827781;532.32008406
Sierra Leone;SLE;5997486;233.501244204091;163.163103069833;195.228652155491;170.88201635938;194.793453778882;232.923887194086;223.367605447357;241.588058728754;217.245932577315;170.063695519762;166.174112034602;153.477967695922;187.196050343249;207.70627233149;209.536844050275;221.324820618778;240.499216140427;266.925593517266;303.691911679833;348.322044275037;323.453247965705;325.47936676478;373.983520241781
Eritrea;ERI;5415280;230.536159017507;149.842589396726;149.842589396726;149.842589396726;147.105883466627;166.879409380264;179.926874776459;212.544454023537;205.835730113451;217.464626265495;194.616866285781;172.757156225256;180.354114269938;169.97600561805;209.922211548941;256.822593937218;244.84071647857;260.703720743952;274.662287264327;278.960433240408;364.204820628504;402.957496823424;481.732329104769
Vietnam;VNM;87840000;540.045897910299;98.0318690016326;142.965889882732;144.148658604132;189.260516107776;229.954805103015;288.020277867991;337.050062832197;361.254488300907;360.600798022532;374.476420064716;401.547802127887;415.731157970541;440.769286530546;491.528514516744;557.823399890412;642.250866741583;731.140587840298;843.204290403717;1070.15495862562;1129.6751504032;1224.31451835046;1407.10543483795
